"","edad_gama","quintil","Sexo","Fecha","ingresos","trend","base","perc_change2010"
"111","25-29","i","mujer",Aug 2007,187.293187512117,182.587004463961,NA,NA
"113","25-29","i","mujer",Sep 2007,200.745667974404,184.676669018786,NA,NA
"115","25-29","i","mujer",Oct 2007,189.432911194789,185.315731078293,NA,NA
"117","25-29","i","mujer",Nov 2007,184.460534915816,185.099617862435,NA,NA
"119","25-29","i","mujer",Dec 2007,192.374846253917,184.979040113246,NA,NA
"121","25-29","i","mujer",Jan 2008,181.242137591348,184.96406048949,NA,NA
"123","25-29","i","mujer",Feb 2008,178.374643672018,185.438899505317,NA,NA
"125","25-29","i","mujer",Mar 2008,176.391419644952,185.603663467455,NA,NA
"127","25-29","i","mujer",Apr 2008,171.330620827926,185.708412754289,NA,NA
"129","25-29","i","mujer",May 2008,184.369827348221,186.116929419205,NA,NA
"131","25-29","i","mujer",Jun 2008,179.320091832393,186.715493788845,NA,NA
"133","25-29","i","mujer",Jul 2008,196.510113511114,187.642489916418,NA,NA
"135","25-29","i","mujer",Aug 2008,194.134771081684,188.914972385868,NA,NA
"137","25-29","i","mujer",Sep 2008,197.858419496159,190.564139227914,NA,NA
"139","25-29","i","mujer",Oct 2008,194.834142557042,192.413624922784,NA,NA
"141","25-29","i","mujer",Nov 2008,188.863703511564,194.560464333196,NA,NA
"143","25-29","i","mujer",Dec 2008,202.33722252951,196.980814861486,NA,NA
"145","25-29","i","mujer",Jan 2009,193.527668377524,198.869264402274,NA,NA
"147","25-29","i","mujer",Feb 2009,196.628692152641,200.538705881112,NA,NA
"149","25-29","i","mujer",Mar 2009,197.717375373421,202.625888992947,NA,NA
"151","25-29","i","mujer",Apr 2009,194.392321776345,204.56190096882,NA,NA
"153","25-29","i","mujer",May 2009,212.832272249679,206.329890432428,NA,NA
"155","25-29","i","mujer",Jun 2009,208.946059609897,207.908929730476,NA,NA
"157","25-29","i","mujer",Jul 2009,212.206934712533,208.670153297019,NA,NA
"159","25-29","i","mujer",Aug 2009,218.504545372362,209.052133440541,NA,NA
"161","25-29","i","mujer",Sep 2009,223.581039889529,209.359507237206,NA,NA
"163","25-29","i","mujer",Oct 2009,215.57580958462,209.379230261427,NA,NA
"165","25-29","i","mujer",Nov 2009,210.553783610595,209.116952724128,NA,NA
"167","25-29","i","mujer",Dec 2009,218.544085583612,208.981554499749,NA,NA
"169","25-29","i","mujer",Jan 2010,195.590170920456,209.372222929952,NA,NA
"171","25-29","i","mujer",Feb 2010,203.733713054251,209.629800991943,NA,NA
"173","25-29","i","mujer",Mar 2010,197.989325591761,209.674393409909,NA,NA
"175","25-29","i","mujer",Apr 2010,194.593724139319,209.527190988968,NA,NA
"177","25-29","i","mujer",May 2010,206.336208991536,209.175960363213,NA,NA
"179","25-29","i","mujer",Jun 2010,212.192565482934,208.944944931572,NA,NA
"181","25-29","i","mujer",Jul 2010,218.336471164358,208.985896995545,NA,NA
"183","25-29","i","mujer",Aug 2010,218.556882408326,208.861633237775,NA,NA
"185","25-29","i","mujer",Sep 2010,224.598920884757,208.656937045618,NA,NA
"187","25-29","i","mujer",Oct 2010,211.025070486813,208.58165992695,NA,NA
"189","25-29","i","mujer",Nov 2010,206.674987690272,208.677484514503,NA,NA
"191","25-29","i","mujer",Dec 2010,216.878511144541,209.035547927311,209.035547927311,0
"193","25-29","i","mujer",Jan 2011,198.238594894895,209.51590602621,209.035547927311,0.229797325699701
"195","25-29","i","mujer",Feb 2011,198.102958893325,210.353695528665,209.035547927311,0.630585378622743
"197","25-29","i","mujer",Mar 2011,198.707371140917,211.199104598496,209.035547927311,1.03501853758236
"199","25-29","i","mujer",Apr 2011,192.069027742122,212.106566688209,209.035547927311,1.46913708761419
"201","25-29","i","mujer",May 2011,211.160695490024,212.994538075747,209.035547927311,1.89393152872383
"203","25-29","i","mujer",Jun 2011,215.961600891827,213.659875879771,209.035547927311,2.21222083914057
"205","25-29","i","mujer",Jul 2011,226.096030129032,213.965924577772,209.035547927311,2.35863072063497
"207","25-29","i","mujer",Aug 2011,230.904271502569,214.2552650711,209.035547927311,2.49704760532128
"209","25-29","i","mujer",Sep 2011,232.541349466457,214.66578232647,209.035547927311,2.69343394221028
"211","25-29","i","mujer",Oct 2011,224.861732058229,215.462625778731,209.035547927311,3.0746339152107
"213","25-29","i","mujer",Nov 2011,214.149639419776,216.420821720947,209.035547927311,3.53302290776132
"215","25-29","i","mujer",Dec 2011,225.371966711605,216.921812423482,209.035547927311,3.77269061380554
"217","25-29","i","mujer",Jan 2012,197.090308079869,217.463795208453,209.035547927311,4.03196842102325
"219","25-29","i","mujer",Feb 2012,206.195417548223,217.656749872311,209.035547927311,4.12427552657106
"221","25-29","i","mujer",Mar 2012,200.467326614906,218.212939489618,209.035547927311,4.3903497052561
"223","25-29","i","mujer",Apr 2012,209.433315122378,219.400917058819,209.035547927311,4.95866336337777
"225","25-29","i","mujer",May 2012,216.793110722967,220.433869775834,209.035547927311,5.45281506496992
"227","25-29","i","mujer",Jun 2012,222.352962519709,221.514096102779,209.035547927311,5.96958187217365
"229","25-29","i","mujer",Jul 2012,232.712255340466,222.875118305055,209.035547927311,6.62067792534343
"231","25-29","i","mujer",Aug 2012,228.918958223719,223.908511034817,209.035547927311,7.1150401235477
"233","25-29","i","mujer",Sep 2012,247.875213560685,224.548179654974,209.035547927311,7.42104961643022
"235","25-29","i","mujer",Oct 2012,238.03932962481,225.32491621047,209.035547927311,7.79263070069946
"237","25-29","i","mujer",Nov 2012,225.762907061562,226.102473294385,209.035547927311,8.16460431553416
"239","25-29","i","mujer",Dec 2012,239.684130916495,226.708900642447,209.035547927311,8.45471159827887
"241","25-29","i","mujer",Jan 2013,215.442676729617,227.034897513959,209.035547927311,8.61066443727884
"243","25-29","i","mujer",Feb 2013,212.644474412758,228.077844768823,209.035547927311,9.10959740117216
"245","25-29","i","mujer",Mar 2013,209.370316634128,229.723969424244,209.035547927311,9.89708291344163
"247","25-29","i","mujer",Apr 2013,219.172002435071,231.021318050111,209.035547927311,10.5177183215005
"249","25-29","i","mujer",May 2013,225.715793424227,232.493061466751,209.035547927311,11.221782023217
"251","25-29","i","mujer",Jun 2013,227.984536171948,233.816269569785,209.035547927311,11.8547882827523
"253","25-29","i","mujer",Jul 2013,234.904606604509,235.290455115077,209.035547927311,12.5600202683687
"255","25-29","i","mujer",Aug 2013,251.757341076421,237.321134924121,209.035547927311,13.5314721717314
"257","25-29","i","mujer",Sep 2013,264.543822438079,239.077647651581,209.035547927311,14.3717659614128
"259","25-29","i","mujer",Oct 2013,252.507087768218,240.461644110577,209.035547927311,15.0338526125681
"261","25-29","i","mujer",Nov 2013,246.616990917522,242.056474553864,209.035547927311,15.7967996132577
"263","25-29","i","mujer",Dec 2013,250.587041533344,243.741923874202,209.035547927311,16.6030975549476
"265","25-29","i","mujer",Jan 2014,239.920219199776,245.489054691476,209.035547927311,17.4389031557643
"267","25-29","i","mujer",Feb 2014,236.903247359664,246.968967613901,209.035547927311,18.1468750471958
"269","25-29","i","mujer",Mar 2014,227.267849146256,247.525810133092,209.035547927311,18.413261566002
"271","25-29","i","mujer",Apr 2014,234.490384938846,248.026784702219,209.035547927311,18.652921554025
"273","25-29","i","mujer",May 2014,248.673341559329,248.551610135843,209.035547927311,18.9039914982655
"275","25-29","i","mujer",Jun 2014,245.47777172496,249.048663938962,209.035547927311,19.1417758407123
"277","25-29","i","mujer",Jul 2014,259.342510666083,249.210037045222,209.035547927311,19.2189747228453
"279","25-29","i","mujer",Aug 2014,262.837347153051,249.322222296469,209.035547927311,19.2726427483841
"281","25-29","i","mujer",Sep 2014,266.82803682203,249.754111651481,209.035547927311,19.4792532312872
"283","25-29","i","mujer",Oct 2014,262.246263043303,249.989670495041,209.035547927311,19.5919416452416
"285","25-29","i","mujer",Nov 2014,249.473626049408,250.583232997494,209.035547927311,19.8758945462381
"287","25-29","i","mujer",Dec 2014,259.659697676317,251.56364553723,209.035547927311,20.3449116820589
"289","25-29","i","mujer",Jan 2015,234.720517607058,252.282559914515,209.035547927311,20.6888313571636
"291","25-29","i","mujer",Feb 2015,244.795394982302,252.598146647931,209.035547927311,20.8398041158855
"293","25-29","i","mujer",Mar 2015,229.741046043902,253.163441895369,209.035547927311,21.1102343145018
"295","25-29","i","mujer",Apr 2015,237.670600286644,253.628116863979,209.035547927311,21.332529026199
"297","25-29","i","mujer",May 2015,259.738626270417,253.921198247417,209.035547927311,21.4727355060749
"299","25-29","i","mujer",Jun 2015,257.942387967538,254.692445548139,209.035547927311,21.841690599297
"301","25-29","i","mujer",Jul 2015,264.131839478343,255.662439100951,209.035547927311,22.3057234216707
"303","25-29","i","mujer",Aug 2015,265.622099942759,256.233728522382,209.035547927311,22.5790211583933
"305","25-29","i","mujer",Sep 2015,277.610369970847,257.041793977971,209.035547927311,22.9655895978771
"307","25-29","i","mujer",Oct 2015,262.616129141119,257.854242358852,209.035547927311,23.3542547741767
"309","25-29","i","mujer",Nov 2015,256.137713154112,257.779299528014,209.035547927311,23.318403058246
"311","25-29","i","mujer",Dec 2015,271.505545788951,257.568281959489,209.035547927311,23.2174548843026
"313","25-29","i","mujer",Jan 2016,246.154514761902,258.024507715172,209.035547927311,23.4357075978752
"315","25-29","i","mujer",Feb 2016,247.072343941798,258.869191353019,209.035547927311,23.8397937192181
"317","25-29","i","mujer",Mar 2016,246.857668018543,259.054647737215,209.035547927311,23.9285137412595
"319","25-29","i","mujer",Apr 2016,240.052739453138,259.219151784029,209.035547927311,24.007210426319
"321","25-29","i","mujer",May 2016,255.557859163827,259.665643364266,209.035547927311,24.2208064317182
"323","25-29","i","mujer",Jun 2016,257.058733429528,259.756673988745,209.035547927311,24.2643543475542
"325","25-29","i","mujer",Jul 2016,275.964912152736,259.862698633308,209.035547927311,24.3150752156619
"327","25-29","i","mujer",Aug 2016,274.061434576703,260.525875916621,209.035547927311,24.632330959907
"329","25-29","i","mujer",Sep 2016,273.621988557594,261.181149177069,209.035547927311,24.9458055181554
"331","25-29","i","mujer",Oct 2016,270.552607677923,262.072913756434,209.035547927311,25.3724145749442
"333","25-29","i","mujer",Nov 2016,258.917032542998,263.54359523804,209.035547927311,26.0759702601794
"335","25-29","i","mujer",Dec 2016,270.910961387556,264.943475073307,209.035547927311,26.7456553205186
"337","25-29","i","mujer",Jan 2017,249.293690632793,265.583277602406,209.035547927311,27.0517288737696
"339","25-29","i","mujer",Feb 2017,259.849422870436,265.732580992963,209.035547927311,27.1231537543882
"341","25-29","i","mujer",Mar 2017,249.80714734064,266.726068522494,209.035547927311,27.5984258023159
"343","25-29","i","mujer",Apr 2017,258.505610035823,267.646438546401,209.035547927311,28.0387193471377
"345","25-29","i","mujer",May 2017,272.40134413967,267.827573761238,209.035547927311,28.1253721756318
"347","25-29","i","mujer",Jun 2017,273.8123645001,268.482096821964,209.035547927311,28.4384878476862
"349","25-29","i","mujer",Jul 2017,274.566541780532,269.006398164183,209.035547927311,28.6893070731327
"351","25-29","i","mujer",Aug 2017,279.04308632229,268.824665008578,209.035547927311,28.6023681972299
"353","25-29","i","mujer",Sep 2017,292.484037520751,268.980751555606,209.035547927311,28.6770380553358
"355","25-29","i","mujer",Oct 2017,273.779439288532,269.386219553474,209.035547927311,28.8710088903868
"357","25-29","i","mujer",Nov 2017,260.037446088476,269.442015181131,209.035547927311,28.8977008230321
"359","25-29","i","mujer",Dec 2017,285.499101299484,269.375320073847,209.035547927311,28.8657947152216
"361","25-29","i","mujer",Jan 2018,247.288782934123,269.690714449996,209.035547927311,29.0166754526255
"363","25-29","i","mujer",Feb 2018,257.492734834584,270.115193563721,209.035547927311,29.2197409684831
"365","25-29","i","mujer",Mar 2018,255.909912505167,270.492884048423,209.035547927311,29.4004233875488
"367","25-29","i","mujer",Apr 2018,262.134076820127,271.37791432666,209.035547927311,29.8238108386369
"369","25-29","i","mujer",May 2018,270.111972419149,272.603195430757,209.035547927311,30.4099700427749
"371","25-29","i","mujer",Jun 2018,274.501053645805,273.441061023536,209.035547927311,30.8107944963606
"373","25-29","i","mujer",Jul 2018,281.447317662404,274.329667712227,209.035547927311,31.2358928576209
"375","25-29","i","mujer",Aug 2018,282.349809169802,274.75208834541,209.035547927311,31.4379736220515
"377","25-29","i","mujer",Sep 2018,298.241886306097,275.030443488927,209.035547927311,31.5711352523471
"379","25-29","i","mujer",Oct 2018,289.262317180884,276.182802996753,209.035547927311,32.1224096739718
"381","25-29","i","mujer",Nov 2018,273.961314694434,277.365443207753,209.035547927311,32.6881700064731
"383","25-29","i","mujer",Dec 2018,291.684006920235,278.478325778263,209.035547927311,33.2205591534602
"385","25-29","i","mujer",Jan 2019,262.430437841942,279.449927871202,209.035547927311,33.6853614813766
"387","25-29","i","mujer",Feb 2019,252.489175123162,280.224974500618,209.035547927311,34.056134126078
"389","25-29","i","mujer",Mar 2019,267.593995661003,280.874610580434,209.035547927311,34.3669119273932
"391","25-29","i","mujer",Apr 2019,278.106621852124,281.324680746086,209.035547927311,34.5822198834396
"393","25-29","i","mujer",May 2019,282.522792451137,281.434606026509,209.035547927311,34.634806767112
"395","25-29","i","mujer",Jun 2019,288.799415306061,281.071758222612,209.035547927311,34.4612249014942
"397","25-29","i","mujer",Jul 2019,290.46740623268,280.586146145529,209.035547927311,34.2289141381344
"399","25-29","i","mujer",Aug 2019,291.930839705517,280.901543270087,209.035547927311,34.379796190343
"401","25-29","i","mujer",Sep 2019,304.252121685957,280.278234911132,209.035547927311,34.0816132424493
"403","25-29","i","mujer",Oct 2019,294.053765776689,277.540158543244,209.035547927311,32.7717516447271
"405","25-29","i","mujer",Nov 2019,271.808072828771,277.162896124864,209.035547927311,32.5912740072533
"407","25-29","i","mujer",Dec 2019,285.128901492379,279.680631421863,209.035547927311,33.7957271837407
"409","25-29","i","mujer",Jan 2020,257.330853419798,281.954804837685,209.035547927311,34.8836633928552
"411","25-29","i","mujer",Feb 2020,265.158290534702,283.618428960918,209.035547927311,35.6795204323535
"413","25-29","i","mujer",Mar 2020,239.965479634534,284.486782326737,209.035547927311,36.0949298564584
"415","25-29","i","mujer",Apr 2020,240.021305049281,284.246567634689,209.035547927311,35.9800141426337
"417","25-29","i","mujer",May 2020,311.553811212869,284.0132998875,209.035547927311,35.8684217606193
"419","25-29","i","mujer",Jun 2020,320.194043672289,284.413450467152,209.035547927311,36.0598488090901
"421","25-29","i","mujer",Jul 2020,313.652939846183,283.607772708076,209.035547927311,35.6744226138496
"423","25-29","i","mujer",Aug 2020,308.672285049617,282.654610382591,209.035547927311,35.2184416407875
"425","25-29","i","mujer",Sep 2020,308.351157121518,284.093375396366,209.035547927311,35.9067288857276
"427","25-29","i","mujer",Oct 2020,284.189577731973,287.16137012099,209.035547927311,37.3744193120903
"429","25-29","i","mujer",Nov 2020,276.073834940954,287.818122890521,209.035547927311,37.688601649039
"431","25-29","i","mujer",Dec 2020,290.466753291846,285.764041040321,209.035547927311,36.7059545009497
"433","25-29","i","mujer",Jan 2021,232.6567354025,284.307269830884,209.035547927311,36.0090533164952
"435","25-29","i","mujer",Feb 2021,266.956512740366,283.670035105944,209.035547927311,35.70420816874
"437","25-29","i","mujer",Mar 2021,272.697617759452,283.51641831677,209.035547927311,35.6307198119998
"439","25-29","i","mujer",Apr 2021,280.921040315337,283.894672616399,209.035547927311,35.8116719530973
"441","25-29","i","mujer",May 2021,286.416142415573,284.412789542176,209.035547927311,36.0595326308214
"443","25-29","i","mujer",Jun 2021,296.033748064772,285.045471675765,209.035547927311,36.3621998756333
"445","25-29","i","mujer",Jul 2021,302.850726427224,285.31881549641,209.035547927311,36.4929641515446
"447","25-29","i","mujer",Aug 2021,304.180865070017,285.093501586152,209.035547927311,36.3851767859546
"449","25-29","i","mujer",Sep 2021,309.155774160929,284.604535689829,209.035547927311,36.151261597284
"451","25-29","i","mujer",Oct 2021,292.463063883664,283.74869981857,209.035547927311,35.741840386516
"453","25-29","i","mujer",Nov 2021,280.235155007909,283.636277301601,209.035547927311,35.688058856014
"455","25-29","i","mujer",Dec 2021,301.489804431031,284.125564933016,209.035547927311,35.9221279587412
"457","25-29","i","mujer",Jan 2022,228.193935958779,284.087719305029,209.035547927311,35.9040230821487
"459","25-29","i","mujer",Feb 2022,266.011778337906,284.009744137315,209.035547927311,35.8667207340617
"461","25-29","i","mujer",Mar 2022,261.907170650163,284.329164800533,209.035547927311,36.0195275970019
"463","25-29","i","mujer",Apr 2022,271.171426514399,285.262547334046,209.035547927311,36.4660461641873
"465","25-29","i","mujer",May 2022,293.467615809263,286.149093118935,209.035547927311,36.890158614763
"467","25-29","i","mujer",Jun 2022,300.725177825029,286.156063820761,209.035547927311,36.8934933116101
"469","25-29","i","mujer",Jul 2022,297.251001595286,287.840616852203,209.035547927311,37.6993624798663
"471","25-29","i","mujer",Aug 2022,307.909185876832,290.068062242463,209.035547927311,38.7649445841285
"473","25-29","i","mujer",Sep 2022,313.093549271337,290.835346858507,209.035547927311,39.132003978405
"475","25-29","i","mujer",Oct 2022,310.92646957757,292.035605586837,209.035547927311,39.7061927899403
"477","25-29","i","mujer",Nov 2022,283.048848151337,293.151765316307,209.035547927311,40.240149688916
"479","25-29","i","mujer",Dec 2022,298.843408131431,294.058370725112,209.035547927311,40.6738584134821
"481","25-29","i","mujer",Jan 2023,271.269605012976,295.55041312014,209.035547927311,41.387632893384
"483","25-29","i","mujer",Feb 2023,276.394798649946,296.827687408138,209.035547927311,41.9986649884809
"485","25-29","i","mujer",Mar 2023,269.938981123192,298.06061161726,209.035547927311,42.588480558774
"487","25-29","i","mujer",Apr 2023,291.945825521296,299.532859088913,209.035547927311,43.2927853941241
"489","25-29","i","mujer",May 2023,299.481050309634,301.12028569361,209.035547927311,44.052190490739
"491","25-29","i","mujer",Jun 2023,316.470273135982,302.826864567575,209.035547927311,44.8685965474534
"493","25-29","i","mujer",Jul 2023,317.314923765013,303.32344681988,209.035547927311,45.10615530587
"495","25-29","i","mujer",Aug 2023,318.499846619048,302.599724138291,209.035547927311,44.7599353979331
"497","25-29","i","mujer",Sep 2023,332.093069548064,303.400594679479,209.035547927311,45.1430618800694
"511","25-29","i","hombre",Apr 2003,126.97696206205,123.42870197328,NA,NA
"513","25-29","i","hombre",May 2003,134.836590744059,129.147230303701,NA,NA
"515","25-29","i","hombre",Jun 2003,128.633466273617,134.322420836453,NA,NA
"517","25-29","i","hombre",Jul 2003,138.511059584568,138.148860120749,NA,NA
"519","25-29","i","hombre",Aug 2003,141.44118555188,139.846145090253,NA,NA
"521","25-29","i","hombre",Sep 2003,134.037087175266,140.967659177256,NA,NA
"523","25-29","i","hombre",Oct 2003,142.571162174954,142.948573403565,NA,NA
"525","25-29","i","hombre",Nov 2003,142.311488728558,146.032581371481,NA,NA
"527","25-29","i","hombre",Dec 2003,179.451026128933,149.749531635873,NA,NA
"529","25-29","i","hombre",Jan 2004,140.095733960698,153.605843326492,NA,NA
"531","25-29","i","hombre",Feb 2004,146.068567837901,156.808473963769,NA,NA
"533","25-29","i","hombre",Mar 2004,142.527940802406,160.470914713982,NA,NA
"535","25-29","i","hombre",Apr 2004,162.818181697827,164.489307240161,NA,NA
"537","25-29","i","hombre",May 2004,173.011562338265,167.916553419808,NA,NA
"539","25-29","i","hombre",Jun 2004,179.66530102483,169.932945457918,NA,NA
"541","25-29","i","hombre",Jul 2004,180.030705408215,172.125668929689,NA,NA
"543","25-29","i","hombre",Aug 2004,176.78467502287,175.518677909334,NA,NA
"545","25-29","i","hombre",Sep 2004,186.592175709376,178.82122688129,NA,NA
"547","25-29","i","hombre",Oct 2004,186.457494269161,181.354548701943,NA,NA
"549","25-29","i","hombre",Nov 2004,180.67906494587,182.870458518031,NA,NA
"551","25-29","i","hombre",Dec 2004,189.476858826264,183.804066905102,NA,NA
"553","25-29","i","hombre",Jan 2005,182.695264585871,184.961798919271,NA,NA
"555","25-29","i","hombre",Feb 2005,184.901252724209,186.944348691518,NA,NA
"557","25-29","i","hombre",Mar 2005,182.95643124303,188.618171958524,NA,NA
"559","25-29","i","hombre",Apr 2005,183.189414952895,189.622112351997,NA,NA
"561","25-29","i","hombre",May 2005,189.022164669298,190.897074823326,NA,NA
"563","25-29","i","hombre",Jun 2005,186.061299983509,192.591957468779,NA,NA
"565","25-29","i","hombre",Jul 2005,201.420274789578,193.794961122641,NA,NA
"567","25-29","i","hombre",Aug 2005,202.976300175453,194.581781552165,NA,NA
"569","25-29","i","hombre",Sep 2005,200.572308964919,195.299153597125,NA,NA
"571","25-29","i","hombre",Oct 2005,196.571930456972,196.049140664717,NA,NA
"573","25-29","i","hombre",Nov 2005,201.163728069969,197.125162205238,NA,NA
"575","25-29","i","hombre",Dec 2005,209.669379193017,198.341680169268,NA,NA
"577","25-29","i","hombre",Jan 2006,191.374831911811,199.208130758071,NA,NA
"579","25-29","i","hombre",Feb 2006,195.105375706842,199.634478544999,NA,NA
"581","25-29","i","hombre",Mar 2006,189.969237339437,200.196724774018,NA,NA
"583","25-29","i","hombre",Apr 2006,194.176298478706,201.174649039564,NA,NA
"585","25-29","i","hombre",May 2006,203.859798115999,202.010113930922,NA,NA
"587","25-29","i","hombre",Jun 2006,200.420097673526,202.704785687299,NA,NA
"589","25-29","i","hombre",Jul 2006,207.856291230826,203.297329458574,NA,NA
"591","25-29","i","hombre",Aug 2006,206.772630620475,203.718657891911,NA,NA
"593","25-29","i","hombre",Sep 2006,210.269888016347,204.747057036874,NA,NA
"595","25-29","i","hombre",Oct 2006,210.344533778643,206.144235421249,NA,NA
"597","25-29","i","hombre",Nov 2006,207.44228214091,207.039153459839,NA,NA
"599","25-29","i","hombre",Dec 2006,220.062947275106,207.57917844345,NA,NA
"601","25-29","i","hombre",Jan 2007,195.202314340323,208.475816530079,NA,NA
"603","25-29","i","hombre",Feb 2007,201.389775678418,209.699989287444,NA,NA
"605","25-29","i","hombre",Mar 2007,208.366416846986,210.877690739201,NA,NA
"607","25-29","i","hombre",Apr 2007,209.311400196146,211.730287340484,NA,NA
"609","25-29","i","hombre",May 2007,210.202729324721,212.158223609373,NA,NA
"611","25-29","i","hombre",Jun 2007,207.037766071474,212.202203220741,NA,NA
"613","25-29","i","hombre",Jul 2007,222.757936911969,212.403874746248,NA,NA
"615","25-29","i","hombre",Aug 2007,221.251131116102,212.847486923844,NA,NA
"617","25-29","i","hombre",Sep 2007,224.056222362893,212.99210657522,NA,NA
"619","25-29","i","hombre",Oct 2007,217.020517862872,212.683105413874,NA,NA
"621","25-29","i","hombre",Nov 2007,211.036768510025,212.264354421079,NA,NA
"623","25-29","i","hombre",Dec 2007,217.523971578835,212.090275468493,NA,NA
"625","25-29","i","hombre",Jan 2008,202.581406648744,211.908374971517,NA,NA
"627","25-29","i","hombre",Feb 2008,204.657375632311,212.019774345961,NA,NA
"629","25-29","i","hombre",Mar 2008,208.569688526106,212.107696210847,NA,NA
"631","25-29","i","hombre",Apr 2008,201.692100644716,211.918075328664,NA,NA
"633","25-29","i","hombre",May 2008,207.77200504909,212.075002569992,NA,NA
"635","25-29","i","hombre",Jun 2008,205.290595485022,212.334437167311,NA,NA
"637","25-29","i","hombre",Jul 2008,220.139495571008,212.534881555642,NA,NA
"639","25-29","i","hombre",Aug 2008,226.543157443713,213.233464043088,NA,NA
"641","25-29","i","hombre",Sep 2008,220.874320792559,213.924952698735,NA,NA
"643","25-29","i","hombre",Oct 2008,215.651518260811,214.395580395641,NA,NA
"645","25-29","i","hombre",Nov 2008,216.172021903952,215.513115157447,NA,NA
"647","25-29","i","hombre",Dec 2008,218.615148520568,217.103640247658,NA,NA
"649","25-29","i","hombre",Jan 2009,206.300895026947,218.26743378542,NA,NA
"651","25-29","i","hombre",Feb 2009,217.703866952805,219.165082748689,NA,NA
"653","25-29","i","hombre",Mar 2009,212.11892494114,220.12551706011,NA,NA
"655","25-29","i","hombre",Apr 2009,209.437928955443,221.250140900187,NA,NA
"657","25-29","i","hombre",May 2009,226.847011021703,222.251001003605,NA,NA
"659","25-29","i","hombre",Jun 2009,224.388191677481,223.219897439343,NA,NA
"661","25-29","i","hombre",Jul 2009,228.972944284826,224.367572213828,NA,NA
"663","25-29","i","hombre",Aug 2009,239.253283848364,225.114891769691,NA,NA
"665","25-29","i","hombre",Sep 2009,231.214617861993,225.53343517011,NA,NA
"667","25-29","i","hombre",Oct 2009,232.302193353227,226.401755355951,NA,NA
"669","25-29","i","hombre",Nov 2009,223.541989293568,227.44920589903,NA,NA
"671","25-29","i","hombre",Dec 2009,234.498695588674,228.160886015342,NA,NA
"673","25-29","i","hombre",Jan 2010,217.961542546479,229.093412790766,NA,NA
"675","25-29","i","hombre",Feb 2010,223.978888773981,229.715990375638,NA,NA
"677","25-29","i","hombre",Mar 2010,215.888944730011,230.121644156839,NA,NA
"679","25-29","i","hombre",Apr 2010,226.507593626776,230.826132604113,NA,NA
"681","25-29","i","hombre",May 2010,234.916159384259,231.686658902034,NA,NA
"683","25-29","i","hombre",Jun 2010,233.399366106403,232.315943214181,NA,NA
"685","25-29","i","hombre",Jul 2010,242.342412466077,233.064327823057,NA,NA
"687","25-29","i","hombre",Aug 2010,240.825677704054,233.978484310061,NA,NA
"689","25-29","i","hombre",Sep 2010,239.377914755119,234.900455873272,NA,NA
"691","25-29","i","hombre",Oct 2010,241.046619194672,235.703454187042,NA,NA
"693","25-29","i","hombre",Nov 2010,235.450194602227,235.91746126348,NA,NA
"695","25-29","i","hombre",Dec 2010,237.69331377155,235.82698043429,235.82698043429,0
"697","25-29","i","hombre",Jan 2011,232.728154976624,236.084897198018,235.82698043429,0.109366944890441
"699","25-29","i","hombre",Feb 2011,231.152032031928,236.746803104048,235.82698043429,0.39004132099911
"701","25-29","i","hombre",Mar 2011,230.843118989146,237.07797699997,235.82698043429,0.530472197615344
"703","25-29","i","hombre",Apr 2011,230.825378898118,237.323387658773,235.82698043429,0.634536057633165
"705","25-29","i","hombre",May 2011,235.734543947426,237.772242728968,235.82698043429,0.824868423068481
"707","25-29","i","hombre",Jun 2011,230.409441642673,238.289855489631,235.82698043429,1.04435677834868
"709","25-29","i","hombre",Jul 2011,251.522339259288,238.760575933375,235.82698043429,1.24396093003548
"711","25-29","i","hombre",Aug 2011,247.531492655561,239.07311587828,235.82698043429,1.37649027181384
"713","25-29","i","hombre",Sep 2011,240.620273305727,239.255418120864,235.82698043429,1.45379365849496
"715","25-29","i","hombre",Oct 2011,245.694116455347,239.387121681159,235.82698043429,1.50964119555497
"717","25-29","i","hombre",Nov 2011,241.575219026238,239.508914499936,235.82698043429,1.56128618484018
"719","25-29","i","hombre",Dec 2011,243.990995603433,239.800597473831,235.82698043429,1.68497134306839
"721","25-29","i","hombre",Jan 2012,237.727763794607,240.228261375166,235.82698043429,1.86631781180011
"723","25-29","i","hombre",Feb 2012,233.653381891673,240.54871319867,235.82698043429,2.00220210413776
"725","25-29","i","hombre",Mar 2012,232.717022951404,242.508612042028,235.82698043429,2.83327700479102
"727","25-29","i","hombre",Apr 2012,232.112360382954,244.503368179979,235.82698043429,3.67913278188554
"729","25-29","i","hombre",May 2012,237.370590113236,245.005184275397,235.82698043429,3.89192272411121
"731","25-29","i","hombre",Jun 2012,235.773786850344,246.768869169628,235.82698043429,4.63979512233392
"733","25-29","i","hombre",Jul 2012,256.421927683638,248.336314333354,235.82698043429,5.30445408579936
"735","25-29","i","hombre",Aug 2012,250.322747995316,248.738413945666,235.82698043429,5.47496028130421
"737","25-29","i","hombre",Sep 2012,284.866590206559,249.38108025877,235.82698043429,5.74747630636627
"739","25-29","i","hombre",Oct 2012,249.321946865339,249.984438079086,235.82698043429,6.00332397027861
"741","25-29","i","hombre",Nov 2012,249.990974906293,250.515490891472,235.82698043429,6.22851144094398
