"","edad_gama","quintil","sexo","Fecha","perc_change","fuente"
"4356","35-50","iv","hombre",Sep 2017,40.6513192359236,"Seguro Cesantía"
"4357","35-50","iv","hombre",Oct 2017,40.9634389518533,"Seguro Cesantía"
"4358","35-50","iv","hombre",Nov 2017,41.1789605490986,"Seguro Cesantía"
"4359","35-50","iv","hombre",Dec 2017,41.3731644299174,"Seguro Cesantía"
"4360","35-50","iv","hombre",Jan 2018,41.587736919625,"Seguro Cesantía"
"4361","35-50","iv","hombre",Feb 2018,41.7935175577579,"Seguro Cesantía"
"4362","35-50","iv","hombre",Mar 2018,41.9825151912973,"Seguro Cesantía"
"4363","35-50","iv","hombre",Apr 2018,42.1962621152007,"Seguro Cesantía"
"4364","35-50","iv","hombre",May 2018,42.3911245002929,"Seguro Cesantía"
"4365","35-50","iv","hombre",Jun 2018,42.6801321444171,"Seguro Cesantía"
"4366","35-50","iv","hombre",Jul 2018,43.0314254243682,"Seguro Cesantía"
"4367","35-50","iv","hombre",Aug 2018,43.2876896396485,"Seguro Cesantía"
"4368","35-50","iv","hombre",Sep 2018,43.5158676844976,"Seguro Cesantía"
"4369","35-50","iv","hombre",Oct 2018,43.7957521775926,"Seguro Cesantía"
"4370","35-50","iv","hombre",Nov 2018,44.1001590470444,"Seguro Cesantía"
"4371","35-50","iv","hombre",Dec 2018,44.3741531540759,"Seguro Cesantía"
"4372","35-50","iv","hombre",Jan 2019,44.610552187653,"Seguro Cesantía"
"4373","35-50","iv","hombre",Feb 2019,44.8282234288513,"Seguro Cesantía"
"4374","35-50","iv","hombre",Mar 2019,45.0547941468189,"Seguro Cesantía"
"4375","35-50","iv","hombre",Apr 2019,45.2441283663111,"Seguro Cesantía"
"4376","35-50","iv","hombre",May 2019,45.395631364246,"Seguro Cesantía"
"4377","35-50","iv","hombre",Jun 2019,45.5438968316022,"Seguro Cesantía"
"4378","35-50","iv","hombre",Jul 2019,45.6561027422448,"Seguro Cesantía"
"4379","35-50","iv","hombre",Aug 2019,45.7498888590718,"Seguro Cesantía"
"4380","35-50","iv","hombre",Sep 2019,45.8471532212257,"Seguro Cesantía"
"4381","35-50","iv","hombre",Oct 2019,45.847255138515,"Seguro Cesantía"
"4382","35-50","iv","hombre",Nov 2019,45.8469583052463,"Seguro Cesantía"
"4383","35-50","iv","hombre",Dec 2019,46.1279684198476,"Seguro Cesantía"
"4384","35-50","iv","hombre",Jan 2020,46.564542602482,"Seguro Cesantía"
"4385","35-50","iv","hombre",Feb 2020,46.9638568646995,"Seguro Cesantía"
"4386","35-50","iv","hombre",Mar 2020,47.2712433898143,"Seguro Cesantía"
"4387","35-50","iv","hombre",Apr 2020,47.5744930444997,"Seguro Cesantía"
"4388","35-50","iv","hombre",May 2020,47.8851434929205,"Seguro Cesantía"
"4389","35-50","iv","hombre",Jun 2020,48.1899566552006,"Seguro Cesantía"
"4390","35-50","iv","hombre",Jul 2020,48.4442391569553,"Seguro Cesantía"
"4391","35-50","iv","hombre",Aug 2020,48.6425608083103,"Seguro Cesantía"
"4392","35-50","iv","hombre",Sep 2020,48.8924690301711,"Seguro Cesantía"
"4393","35-50","iv","hombre",Oct 2020,49.2490177115532,"Seguro Cesantía"
"4394","35-50","iv","hombre",Nov 2020,49.6481738176973,"Seguro Cesantía"
"4395","35-50","iv","hombre",Dec 2020,49.9450276937016,"Seguro Cesantía"
"4396","35-50","iv","hombre",Jan 2021,50.2619898325922,"Seguro Cesantía"
"4397","35-50","iv","hombre",Feb 2021,50.5557675596623,"Seguro Cesantía"
"4398","35-50","iv","hombre",Mar 2021,50.77313887449,"Seguro Cesantía"
"4399","35-50","iv","hombre",Apr 2021,50.9663103554925,"Seguro Cesantía"
"4400","35-50","iv","hombre",May 2021,51.1559255617395,"Seguro Cesantía"
"4401","35-50","iv","hombre",Jun 2021,51.3979689033787,"Seguro Cesantía"
"4402","35-50","iv","hombre",Jul 2021,51.7496371562474,"Seguro Cesantía"
"4403","35-50","iv","hombre",Aug 2021,52.147735014293,"Seguro Cesantía"
"4404","35-50","iv","hombre",Sep 2021,52.4687317954869,"Seguro Cesantía"
"4405","35-50","iv","hombre",Oct 2021,52.6528633333362,"Seguro Cesantía"
"4406","35-50","iv","hombre",Nov 2021,52.7334611720084,"Seguro Cesantía"
"4407","35-50","iv","hombre",Dec 2021,52.7045043386495,"Seguro Cesantía"
"4408","35-50","iv","hombre",Jan 2022,52.4759284720834,"Seguro Cesantía"
"4409","35-50","iv","hombre",Feb 2022,52.2902132535078,"Seguro Cesantía"
"4410","35-50","iv","hombre",Mar 2022,52.2258739963558,"Seguro Cesantía"
"4411","35-50","iv","hombre",Apr 2022,52.2112284686781,"Seguro Cesantía"
"4412","35-50","iv","hombre",May 2022,52.2006583928264,"Seguro Cesantía"
"4413","35-50","iv","hombre",Jun 2022,52.1123479666893,"Seguro Cesantía"
"4414","35-50","iv","hombre",Jul 2022,52.0567243139796,"Seguro Cesantía"
"4415","35-50","iv","hombre",Aug 2022,52.0713122704303,"Seguro Cesantía"
"4416","35-50","iv","hombre",Sep 2022,52.0894197761566,"Seguro Cesantía"
"4417","35-50","iv","hombre",Oct 2022,52.2301082509435,"Seguro Cesantía"
"4418","35-50","iv","hombre",Nov 2022,52.5791508950272,"Seguro Cesantía"
"4419","35-50","iv","hombre",Dec 2022,53.0149879349836,"Seguro Cesantía"
"4420","35-50","iv","hombre",Jan 2023,53.4446489578734,"Seguro Cesantía"
"4421","35-50","iv","hombre",Feb 2023,53.9470425595478,"Seguro Cesantía"
"4422","35-50","iv","hombre",Mar 2023,54.5395241253958,"Seguro Cesantía"
"4423","35-50","iv","hombre",Apr 2023,55.1641617447477,"Seguro Cesantía"
"4424","35-50","iv","hombre",May 2023,55.764381977565,"Seguro Cesantía"
"4425","35-50","iv","hombre",Jun 2023,56.3856255673185,"Seguro Cesantía"
"4426","35-50","iv","hombre",Jul 2023,57.0032980386115,"Seguro Cesantía"
"4427","35-50","iv","hombre",Aug 2023,57.4874299010088,"Seguro Cesantía"
"4428","35-50","iv","hombre",Sep 2023,57.9751472545456,"Seguro Cesantía"
"4429","35-50","v","mujer",Apr 2003,NA,"Seguro Cesantía"
"4430","35-50","v","mujer",May 2003,NA,"Seguro Cesantía"
"4431","35-50","v","mujer",Jun 2003,NA,"Seguro Cesantía"
"4432","35-50","v","mujer",Jul 2003,NA,"Seguro Cesantía"
"4433","35-50","v","mujer",Aug 2003,NA,"Seguro Cesantía"
"4434","35-50","v","mujer",Sep 2003,NA,"Seguro Cesantía"
"4435","35-50","v","mujer",Oct 2003,NA,"Seguro Cesantía"
"4436","35-50","v","mujer",Nov 2003,NA,"Seguro Cesantía"
"4437","35-50","v","mujer",Dec 2003,NA,"Seguro Cesantía"
"4438","35-50","v","mujer",Jan 2004,NA,"Seguro Cesantía"
"4439","35-50","v","mujer",Feb 2004,NA,"Seguro Cesantía"
"4440","35-50","v","mujer",Mar 2004,NA,"Seguro Cesantía"
"4441","35-50","v","mujer",Apr 2004,NA,"Seguro Cesantía"
"4442","35-50","v","mujer",May 2004,NA,"Seguro Cesantía"
"4443","35-50","v","mujer",Jun 2004,NA,"Seguro Cesantía"
"4444","35-50","v","mujer",Jul 2004,NA,"Seguro Cesantía"
"4445","35-50","v","mujer",Aug 2004,NA,"Seguro Cesantía"
"4446","35-50","v","mujer",Sep 2004,NA,"Seguro Cesantía"
"4447","35-50","v","mujer",Oct 2004,NA,"Seguro Cesantía"
"4448","35-50","v","mujer",Nov 2004,NA,"Seguro Cesantía"
"4449","35-50","v","mujer",Dec 2004,NA,"Seguro Cesantía"
"4450","35-50","v","mujer",Jan 2005,NA,"Seguro Cesantía"
"4451","35-50","v","mujer",Feb 2005,NA,"Seguro Cesantía"
"4452","35-50","v","mujer",Mar 2005,NA,"Seguro Cesantía"
"4453","35-50","v","mujer",Apr 2005,NA,"Seguro Cesantía"
"4454","35-50","v","mujer",May 2005,NA,"Seguro Cesantía"
"4455","35-50","v","mujer",Jun 2005,NA,"Seguro Cesantía"
"4456","35-50","v","mujer",Jul 2005,NA,"Seguro Cesantía"
"4457","35-50","v","mujer",Aug 2005,NA,"Seguro Cesantía"
"4458","35-50","v","mujer",Sep 2005,NA,"Seguro Cesantía"
"4459","35-50","v","mujer",Oct 2005,NA,"Seguro Cesantía"
"4460","35-50","v","mujer",Nov 2005,NA,"Seguro Cesantía"
"4461","35-50","v","mujer",Dec 2005,NA,"Seguro Cesantía"
"4462","35-50","v","mujer",Jan 2006,NA,"Seguro Cesantía"
"4463","35-50","v","mujer",Feb 2006,NA,"Seguro Cesantía"
"4464","35-50","v","mujer",Mar 2006,NA,"Seguro Cesantía"
"4465","35-50","v","mujer",Apr 2006,NA,"Seguro Cesantía"
"4466","35-50","v","mujer",May 2006,NA,"Seguro Cesantía"
"4467","35-50","v","mujer",Jun 2006,NA,"Seguro Cesantía"
"4468","35-50","v","mujer",Jul 2006,NA,"Seguro Cesantía"
"4469","35-50","v","mujer",Aug 2006,NA,"Seguro Cesantía"
"4470","35-50","v","mujer",Sep 2006,NA,"Seguro Cesantía"
"4471","35-50","v","mujer",Oct 2006,NA,"Seguro Cesantía"
"4472","35-50","v","mujer",Nov 2006,NA,"Seguro Cesantía"
"4473","35-50","v","mujer",Dec 2006,NA,"Seguro Cesantía"
"4474","35-50","v","mujer",Jan 2007,NA,"Seguro Cesantía"
"4475","35-50","v","mujer",Feb 2007,NA,"Seguro Cesantía"
"4476","35-50","v","mujer",Mar 2007,NA,"Seguro Cesantía"
"4477","35-50","v","mujer",Apr 2007,NA,"Seguro Cesantía"
"4478","35-50","v","mujer",May 2007,NA,"Seguro Cesantía"
"4479","35-50","v","mujer",Jun 2007,NA,"Seguro Cesantía"
"4480","35-50","v","mujer",Jul 2007,NA,"Seguro Cesantía"
"4481","35-50","v","mujer",Aug 2007,NA,"Seguro Cesantía"
"4482","35-50","v","mujer",Sep 2007,NA,"Seguro Cesantía"
"4483","35-50","v","mujer",Oct 2007,NA,"Seguro Cesantía"
"4484","35-50","v","mujer",Nov 2007,NA,"Seguro Cesantía"
"4485","35-50","v","mujer",Dec 2007,NA,"Seguro Cesantía"
"4486","35-50","v","mujer",Jan 2008,NA,"Seguro Cesantía"
"4487","35-50","v","mujer",Feb 2008,NA,"Seguro Cesantía"
"4488","35-50","v","mujer",Mar 2008,NA,"Seguro Cesantía"
"4489","35-50","v","mujer",Apr 2008,NA,"Seguro Cesantía"
"4490","35-50","v","mujer",May 2008,NA,"Seguro Cesantía"
"4491","35-50","v","mujer",Jun 2008,NA,"Seguro Cesantía"
"4492","35-50","v","mujer",Jul 2008,NA,"Seguro Cesantía"
"4493","35-50","v","mujer",Aug 2008,NA,"Seguro Cesantía"
"4494","35-50","v","mujer",Sep 2008,NA,"Seguro Cesantía"
"4495","35-50","v","mujer",Oct 2008,NA,"Seguro Cesantía"
"4496","35-50","v","mujer",Nov 2008,NA,"Seguro Cesantía"
"4497","35-50","v","mujer",Dec 2008,NA,"Seguro Cesantía"
"4498","35-50","v","mujer",Jan 2009,NA,"Seguro Cesantía"
"4499","35-50","v","mujer",Feb 2009,NA,"Seguro Cesantía"
"4500","35-50","v","mujer",Mar 2009,NA,"Seguro Cesantía"
"4501","35-50","v","mujer",Apr 2009,NA,"Seguro Cesantía"
"4502","35-50","v","mujer",May 2009,NA,"Seguro Cesantía"
"4503","35-50","v","mujer",Jun 2009,NA,"Seguro Cesantía"
"4504","35-50","v","mujer",Jul 2009,NA,"Seguro Cesantía"
"4505","35-50","v","mujer",Aug 2009,NA,"Seguro Cesantía"
"4506","35-50","v","mujer",Sep 2009,NA,"Seguro Cesantía"
"4507","35-50","v","mujer",Oct 2009,NA,"Seguro Cesantía"
"4508","35-50","v","mujer",Nov 2009,NA,"Seguro Cesantía"
"4509","35-50","v","mujer",Dec 2009,NA,"Seguro Cesantía"
"4510","35-50","v","mujer",Jan 2010,NA,"Seguro Cesantía"
"4511","35-50","v","mujer",Feb 2010,NA,"Seguro Cesantía"
"4512","35-50","v","mujer",Mar 2010,NA,"Seguro Cesantía"
"4513","35-50","v","mujer",Apr 2010,NA,"Seguro Cesantía"
"4514","35-50","v","mujer",May 2010,NA,"Seguro Cesantía"
"4515","35-50","v","mujer",Jun 2010,NA,"Seguro Cesantía"
"4516","35-50","v","mujer",Jul 2010,NA,"Seguro Cesantía"
"4517","35-50","v","mujer",Aug 2010,NA,"Seguro Cesantía"
"4518","35-50","v","mujer",Sep 2010,NA,"Seguro Cesantía"
"4519","35-50","v","mujer",Oct 2010,NA,"Seguro Cesantía"
"4520","35-50","v","mujer",Nov 2010,NA,"Seguro Cesantía"
"4521","35-50","v","mujer",Dec 2010,0,"Seguro Cesantía"
"4522","35-50","v","mujer",Jan 2011,0.620222832768017,"Seguro Cesantía"
"4523","35-50","v","mujer",Feb 2011,1.28975668012295,"Seguro Cesantía"
"4524","35-50","v","mujer",Mar 2011,1.90462223726388,"Seguro Cesantía"
"4525","35-50","v","mujer",Apr 2011,2.4632054736109,"Seguro Cesantía"
"4526","35-50","v","mujer",May 2011,3.02054457541434,"Seguro Cesantía"
"4527","35-50","v","mujer",Jun 2011,3.47090298038036,"Seguro Cesantía"
"4528","35-50","v","mujer",Jul 2011,3.95302792057369,"Seguro Cesantía"
"4529","35-50","v","mujer",Aug 2011,4.50641343454596,"Seguro Cesantía"
"4530","35-50","v","mujer",Sep 2011,5.09363942565707,"Seguro Cesantía"
"4531","35-50","v","mujer",Oct 2011,5.74296623304114,"Seguro Cesantía"
"4532","35-50","v","mujer",Nov 2011,6.37394783302385,"Seguro Cesantía"
"4533","35-50","v","mujer",Dec 2011,7.00943793914742,"Seguro Cesantía"
"4534","35-50","v","mujer",Jan 2012,7.68915304821053,"Seguro Cesantía"
"4535","35-50","v","mujer",Feb 2012,8.27133681798778,"Seguro Cesantía"
"4536","35-50","v","mujer",Mar 2012,8.73565443828062,"Seguro Cesantía"
"4537","35-50","v","mujer",Apr 2012,9.19228439513182,"Seguro Cesantía"
"4538","35-50","v","mujer",May 2012,9.76034586289425,"Seguro Cesantía"
"4539","35-50","v","mujer",Jun 2012,10.4555548684525,"Seguro Cesantía"
"4540","35-50","v","mujer",Jul 2012,11.1162325409404,"Seguro Cesantía"
"4541","35-50","v","mujer",Aug 2012,11.744348099347,"Seguro Cesantía"
"4542","35-50","v","mujer",Sep 2012,12.3362105634553,"Seguro Cesantía"
"4543","35-50","v","mujer",Oct 2012,12.8439760560064,"Seguro Cesantía"
"4544","35-50","v","mujer",Nov 2012,13.3675411844977,"Seguro Cesantía"
"4545","35-50","v","mujer",Dec 2012,13.8931160152373,"Seguro Cesantía"
"4546","35-50","v","mujer",Jan 2013,14.3919826580964,"Seguro Cesantía"
"4547","35-50","v","mujer",Feb 2013,14.9332843018478,"Seguro Cesantía"
"4548","35-50","v","mujer",Mar 2013,15.534116506497,"Seguro Cesantía"
"4549","35-50","v","mujer",Apr 2013,16.2138479029807,"Seguro Cesantía"
"4550","35-50","v","mujer",May 2013,16.8650087201196,"Seguro Cesantía"
"4551","35-50","v","mujer",Jun 2013,17.4238327245028,"Seguro Cesantía"
"4552","35-50","v","mujer",Jul 2013,17.9331569159765,"Seguro Cesantía"
"4553","35-50","v","mujer",Aug 2013,18.4178175383229,"Seguro Cesantía"
"4554","35-50","v","mujer",Sep 2013,18.8656112871211,"Seguro Cesantía"
"4555","35-50","v","mujer",Oct 2013,19.2598442539743,"Seguro Cesantía"
"4556","35-50","v","mujer",Nov 2013,19.6005892676148,"Seguro Cesantía"
"4557","35-50","v","mujer",Dec 2013,19.9148391396632,"Seguro Cesantía"
"4558","35-50","v","mujer",Jan 2014,20.2065610251658,"Seguro Cesantía"
"4559","35-50","v","mujer",Feb 2014,20.5118919883389,"Seguro Cesantía"
"4560","35-50","v","mujer",Mar 2014,20.8054341162618,"Seguro Cesantía"
"4561","35-50","v","mujer",Apr 2014,20.9737115410318,"Seguro Cesantía"
"4562","35-50","v","mujer",May 2014,21.0881639608324,"Seguro Cesantía"
"4563","35-50","v","mujer",Jun 2014,21.31243402738,"Seguro Cesantía"
"4564","35-50","v","mujer",Jul 2014,21.5592965426745,"Seguro Cesantía"
"4565","35-50","v","mujer",Aug 2014,21.7095826898525,"Seguro Cesantía"
"4566","35-50","v","mujer",Sep 2014,21.9072453490111,"Seguro Cesantía"
"4567","35-50","v","mujer",Oct 2014,22.1920647218038,"Seguro Cesantía"
"4568","35-50","v","mujer",Nov 2014,22.4214812304264,"Seguro Cesantía"
"4569","35-50","v","mujer",Dec 2014,22.5334959223208,"Seguro Cesantía"
"4570","35-50","v","mujer",Jan 2015,22.6628478870626,"Seguro Cesantía"
"4571","35-50","v","mujer",Feb 2015,22.7724451923966,"Seguro Cesantía"
"4572","35-50","v","mujer",Mar 2015,22.8732098074109,"Seguro Cesantía"
"4573","35-50","v","mujer",Apr 2015,23.1054205412735,"Seguro Cesantía"
"4574","35-50","v","mujer",May 2015,23.4432340580051,"Seguro Cesantía"
"4575","35-50","v","mujer",Jun 2015,23.6967573851584,"Seguro Cesantía"
"4576","35-50","v","mujer",Jul 2015,23.769769835639,"Seguro Cesantía"
"4577","35-50","v","mujer",Aug 2015,23.7715131415962,"Seguro Cesantía"
"4578","35-50","v","mujer",Sep 2015,23.8223242686086,"Seguro Cesantía"
"4579","35-50","v","mujer",Oct 2015,23.918394785129,"Seguro Cesantía"
"4580","35-50","v","mujer",Nov 2015,23.9667966267128,"Seguro Cesantía"
"4581","35-50","v","mujer",Dec 2015,23.9544874264383,"Seguro Cesantía"
"4582","35-50","v","mujer",Jan 2016,23.9520993184119,"Seguro Cesantía"
"4583","35-50","v","mujer",Feb 2016,23.9934056184957,"Seguro Cesantía"
"4584","35-50","v","mujer",Mar 2016,24.0253274014151,"Seguro Cesantía"
"4585","35-50","v","mujer",Apr 2016,23.954696498366,"Seguro Cesantía"
"4586","35-50","v","mujer",May 2016,23.8138531662453,"Seguro Cesantía"
"4587","35-50","v","mujer",Jun 2016,23.7086799580533,"Seguro Cesantía"
"4588","35-50","v","mujer",Jul 2016,23.692324938673,"Seguro Cesantía"
"4589","35-50","v","mujer",Aug 2016,23.6855095130322,"Seguro Cesantía"
"4590","35-50","v","mujer",Sep 2016,23.6501105721498,"Seguro Cesantía"
"4591","35-50","v","mujer",Oct 2016,23.6436430386826,"Seguro Cesantía"
"4592","35-50","v","mujer",Nov 2016,23.6921935654005,"Seguro Cesantía"
"4593","35-50","v","mujer",Dec 2016,23.8485885090339,"Seguro Cesantía"
"4594","35-50","v","mujer",Jan 2017,23.9916735917282,"Seguro Cesantía"
"4595","35-50","v","mujer",Feb 2017,24.0488536798016,"Seguro Cesantía"
"4596","35-50","v","mujer",Mar 2017,24.1349447840032,"Seguro Cesantía"
"4597","35-50","v","mujer",Apr 2017,24.3040975414375,"Seguro Cesantía"
"4598","35-50","v","mujer",May 2017,24.5589912878451,"Seguro Cesantía"
"4599","35-50","v","mujer",Jun 2017,24.7714217318474,"Seguro Cesantía"
"4600","35-50","v","mujer",Jul 2017,24.8485579041165,"Seguro Cesantía"
"4601","35-50","v","mujer",Aug 2017,24.9352615545667,"Seguro Cesantía"
"4602","35-50","v","mujer",Sep 2017,25.1599508918101,"Seguro Cesantía"
"4603","35-50","v","mujer",Oct 2017,25.3976427109906,"Seguro Cesantía"
"4604","35-50","v","mujer",Nov 2017,25.6025300514556,"Seguro Cesantía"
"4605","35-50","v","mujer",Dec 2017,25.7592227768432,"Seguro Cesantía"
"4606","35-50","v","mujer",Jan 2018,25.8469843163685,"Seguro Cesantía"
"4607","35-50","v","mujer",Feb 2018,25.9345553112569,"Seguro Cesantía"
"4608","35-50","v","mujer",Mar 2018,25.9909899304355,"Seguro Cesantía"
"4609","35-50","v","mujer",Apr 2018,26.0618706033894,"Seguro Cesantía"
"4610","35-50","v","mujer",May 2018,26.068990841717,"Seguro Cesantía"
"4611","35-50","v","mujer",Jun 2018,26.0586073875438,"Seguro Cesantía"
"4612","35-50","v","mujer",Jul 2018,26.1336230126393,"Seguro Cesantía"
"4613","35-50","v","mujer",Aug 2018,26.2564437090805,"Seguro Cesantía"
"4614","35-50","v","mujer",Sep 2018,26.3101884897979,"Seguro Cesantía"
"4615","35-50","v","mujer",Oct 2018,26.3207489142334,"Seguro Cesantía"
"4616","35-50","v","mujer",Nov 2018,26.2928965942257,"Seguro Cesantía"
"4617","35-50","v","mujer",Dec 2018,26.2432992874949,"Seguro Cesantía"
"4618","35-50","v","mujer",Jan 2019,26.2626617756119,"Seguro Cesantía"
"4619","35-50","v","mujer",Feb 2019,26.2827468886893,"Seguro Cesantía"
"4620","35-50","v","mujer",Mar 2019,26.3431622449186,"Seguro Cesantía"
"4621","35-50","v","mujer",Apr 2019,26.3567206473359,"Seguro Cesantía"
"4622","35-50","v","mujer",May 2019,26.3950040469944,"Seguro Cesantía"
"4623","35-50","v","mujer",Jun 2019,26.5522610734746,"Seguro Cesantía"
"4624","35-50","v","mujer",Jul 2019,26.6248358124177,"Seguro Cesantía"
"4625","35-50","v","mujer",Aug 2019,26.5620458025764,"Seguro Cesantía"
"4626","35-50","v","mujer",Sep 2019,26.5245243680833,"Seguro Cesantía"
"4627","35-50","v","mujer",Oct 2019,26.4575890239928,"Seguro Cesantía"
"4628","35-50","v","mujer",Nov 2019,26.3953269843395,"Seguro Cesantía"
"4629","35-50","v","mujer",Dec 2019,26.4079568103463,"Seguro Cesantía"
"4630","35-50","v","mujer",Jan 2020,26.4445405117402,"Seguro Cesantía"
"4631","35-50","v","mujer",Feb 2020,26.512585284537,"Seguro Cesantía"
"4632","35-50","v","mujer",Mar 2020,26.5522889073069,"Seguro Cesantía"
"4633","35-50","v","mujer",Apr 2020,26.4435389929184,"Seguro Cesantía"
"4634","35-50","v","mujer",May 2020,26.1821931020416,"Seguro Cesantía"
"4635","35-50","v","mujer",Jun 2020,25.8789347898547,"Seguro Cesantía"
"4636","35-50","v","mujer",Jul 2020,25.5222190930749,"Seguro Cesantía"
"4637","35-50","v","mujer",Aug 2020,25.1489723043109,"Seguro Cesantía"
"4638","35-50","v","mujer",Sep 2020,24.9313671307248,"Seguro Cesantía"
"4639","35-50","v","mujer",Oct 2020,24.7854264815435,"Seguro Cesantía"
"4640","35-50","v","mujer",Nov 2020,24.5657601930487,"Seguro Cesantía"
"4641","35-50","v","mujer",Dec 2020,24.3393542438607,"Seguro Cesantía"
"4642","35-50","v","mujer",Jan 2021,24.0435283117361,"Seguro Cesantía"
"4643","35-50","v","mujer",Feb 2021,23.6605852583513,"Seguro Cesantía"
"4644","35-50","v","mujer",Mar 2021,23.1845350677812,"Seguro Cesantía"
"4645","35-50","v","mujer",Apr 2021,22.7996929312859,"Seguro Cesantía"
"4646","35-50","v","mujer",May 2021,22.527282459645,"Seguro Cesantía"
"4647","35-50","v","mujer",Jun 2021,22.2559940070792,"Seguro Cesantía"
"4648","35-50","v","mujer",Jul 2021,21.9939849442134,"Seguro Cesantía"
"4649","35-50","v","mujer",Aug 2021,21.6844444528135,"Seguro Cesantía"
"4650","35-50","v","mujer",Sep 2021,21.1800057597852,"Seguro Cesantía"
"4651","35-50","v","mujer",Oct 2021,20.5157090406147,"Seguro Cesantía"
"4652","35-50","v","mujer",Nov 2021,19.8481991339159,"Seguro Cesantía"
"4653","35-50","v","mujer",Dec 2021,19.1386929300759,"Seguro Cesantía"
"4654","35-50","v","mujer",Jan 2022,18.4539159565675,"Seguro Cesantía"
"4655","35-50","v","mujer",Feb 2022,17.8724233204449,"Seguro Cesantía"
"4656","35-50","v","mujer",Mar 2022,17.4111175611138,"Seguro Cesantía"
"4657","35-50","v","mujer",Apr 2022,17.0009503799951,"Seguro Cesantía"
"4658","35-50","v","mujer",May 2022,16.6085326800795,"Seguro Cesantía"
"4659","35-50","v","mujer",Jun 2022,16.244523782116,"Seguro Cesantía"
"4660","35-50","v","mujer",Jul 2022,16.002030374388,"Seguro Cesantía"
"4661","35-50","v","mujer",Aug 2022,15.8816189586307,"Seguro Cesantía"
"4662","35-50","v","mujer",Sep 2022,15.7915054000733,"Seguro Cesantía"
"4663","35-50","v","mujer",Oct 2022,15.7920338660164,"Seguro Cesantía"
"4664","35-50","v","mujer",Nov 2022,15.8859093190319,"Seguro Cesantía"
"4665","35-50","v","mujer",Dec 2022,16.0254577819661,"Seguro Cesantía"
"4666","35-50","v","mujer",Jan 2023,16.1866504960247,"Seguro Cesantía"
"4667","35-50","v","mujer",Feb 2023,16.3672950516704,"Seguro Cesantía"
"4668","35-50","v","mujer",Mar 2023,16.5181144698934,"Seguro Cesantía"
"4669","35-50","v","mujer",Apr 2023,16.6595438272179,"Seguro Cesantía"
"4670","35-50","v","mujer",May 2023,16.846647023499,"Seguro Cesantía"
"4671","35-50","v","mujer",Jun 2023,17.0466462623963,"Seguro Cesantía"
"4672","35-50","v","mujer",Jul 2023,17.2543180133984,"Seguro Cesantía"
"4673","35-50","v","mujer",Aug 2023,17.3817890143688,"Seguro Cesantía"
"4674","35-50","v","mujer",Sep 2023,17.4956756730181,"Seguro Cesantía"
"4675","35-50","v","hombre",Apr 2003,NA,"Seguro Cesantía"
"4676","35-50","v","hombre",May 2003,NA,"Seguro Cesantía"
"4677","35-50","v","hombre",Jun 2003,NA,"Seguro Cesantía"
"4678","35-50","v","hombre",Jul 2003,NA,"Seguro Cesantía"
"4679","35-50","v","hombre",Aug 2003,NA,"Seguro Cesantía"
"4680","35-50","v","hombre",Sep 2003,NA,"Seguro Cesantía"
"4681","35-50","v","hombre",Oct 2003,NA,"Seguro Cesantía"
"4682","35-50","v","hombre",Nov 2003,NA,"Seguro Cesantía"
"4683","35-50","v","hombre",Dec 2003,NA,"Seguro Cesantía"
"4684","35-50","v","hombre",Jan 2004,NA,"Seguro Cesantía"
"4685","35-50","v","hombre",Feb 2004,NA,"Seguro Cesantía"
"4686","35-50","v","hombre",Mar 2004,NA,"Seguro Cesantía"
"4687","35-50","v","hombre",Apr 2004,NA,"Seguro Cesantía"
"4688","35-50","v","hombre",May 2004,NA,"Seguro Cesantía"
"4689","35-50","v","hombre",Jun 2004,NA,"Seguro Cesantía"
"4690","35-50","v","hombre",Jul 2004,NA,"Seguro Cesantía"
"4691","35-50","v","hombre",Aug 2004,NA,"Seguro Cesantía"
"4692","35-50","v","hombre",Sep 2004,NA,"Seguro Cesantía"
"4693","35-50","v","hombre",Oct 2004,NA,"Seguro Cesantía"
"4694","35-50","v","hombre",Nov 2004,NA,"Seguro Cesantía"
"4695","35-50","v","hombre",Dec 2004,NA,"Seguro Cesantía"
"4696","35-50","v","hombre",Jan 2005,NA,"Seguro Cesantía"
"4697","35-50","v","hombre",Feb 2005,NA,"Seguro Cesantía"
"4698","35-50","v","hombre",Mar 2005,NA,"Seguro Cesantía"
"4699","35-50","v","hombre",Apr 2005,NA,"Seguro Cesantía"
"4700","35-50","v","hombre",May 2005,NA,"Seguro Cesantía"
"4701","35-50","v","hombre",Jun 2005,NA,"Seguro Cesantía"
"4702","35-50","v","hombre",Jul 2005,NA,"Seguro Cesantía"
"4703","35-50","v","hombre",Aug 2005,NA,"Seguro Cesantía"
"4704","35-50","v","hombre",Sep 2005,NA,"Seguro Cesantía"
"4705","35-50","v","hombre",Oct 2005,NA,"Seguro Cesantía"
"4706","35-50","v","hombre",Nov 2005,NA,"Seguro Cesantía"
"4707","35-50","v","hombre",Dec 2005,NA,"Seguro Cesantía"
"4708","35-50","v","hombre",Jan 2006,NA,"Seguro Cesantía"
"4709","35-50","v","hombre",Feb 2006,NA,"Seguro Cesantía"
"4710","35-50","v","hombre",Mar 2006,NA,"Seguro Cesantía"
"4711","35-50","v","hombre",Apr 2006,NA,"Seguro Cesantía"
