"","edad_gama","quintil","sexo","Fecha","perc_change","fuente"
"1508","25-29","iv","mujer",Nov 2005,NA,"Seguro Cesantía"
"1509","25-29","iv","mujer",Dec 2005,NA,"Seguro Cesantía"
"1510","25-29","iv","mujer",Jan 2006,NA,"Seguro Cesantía"
"1511","25-29","iv","mujer",Feb 2006,NA,"Seguro Cesantía"
"1512","25-29","iv","mujer",Mar 2006,NA,"Seguro Cesantía"
"1513","25-29","iv","mujer",Apr 2006,NA,"Seguro Cesantía"
"1514","25-29","iv","mujer",May 2006,NA,"Seguro Cesantía"
"1515","25-29","iv","mujer",Jun 2006,NA,"Seguro Cesantía"
"1516","25-29","iv","mujer",Jul 2006,NA,"Seguro Cesantía"
"1517","25-29","iv","mujer",Aug 2006,NA,"Seguro Cesantía"
"1518","25-29","iv","mujer",Sep 2006,NA,"Seguro Cesantía"
"1519","25-29","iv","mujer",Oct 2006,NA,"Seguro Cesantía"
"1520","25-29","iv","mujer",Nov 2006,NA,"Seguro Cesantía"
"1521","25-29","iv","mujer",Dec 2006,NA,"Seguro Cesantía"
"1522","25-29","iv","mujer",Jan 2007,NA,"Seguro Cesantía"
"1523","25-29","iv","mujer",Feb 2007,NA,"Seguro Cesantía"
"1524","25-29","iv","mujer",Mar 2007,NA,"Seguro Cesantía"
"1525","25-29","iv","mujer",Apr 2007,NA,"Seguro Cesantía"
"1526","25-29","iv","mujer",May 2007,NA,"Seguro Cesantía"
"1527","25-29","iv","mujer",Jun 2007,NA,"Seguro Cesantía"
"1528","25-29","iv","mujer",Jul 2007,NA,"Seguro Cesantía"
"1529","25-29","iv","mujer",Aug 2007,NA,"Seguro Cesantía"
"1530","25-29","iv","mujer",Sep 2007,NA,"Seguro Cesantía"
"1531","25-29","iv","mujer",Oct 2007,NA,"Seguro Cesantía"
"1532","25-29","iv","mujer",Nov 2007,NA,"Seguro Cesantía"
"1533","25-29","iv","mujer",Dec 2007,NA,"Seguro Cesantía"
"1534","25-29","iv","mujer",Jan 2008,NA,"Seguro Cesantía"
"1535","25-29","iv","mujer",Feb 2008,NA,"Seguro Cesantía"
"1536","25-29","iv","mujer",Mar 2008,NA,"Seguro Cesantía"
"1537","25-29","iv","mujer",Apr 2008,NA,"Seguro Cesantía"
"1538","25-29","iv","mujer",May 2008,NA,"Seguro Cesantía"
"1539","25-29","iv","mujer",Jun 2008,NA,"Seguro Cesantía"
"1540","25-29","iv","mujer",Jul 2008,NA,"Seguro Cesantía"
"1541","25-29","iv","mujer",Aug 2008,NA,"Seguro Cesantía"
"1542","25-29","iv","mujer",Sep 2008,NA,"Seguro Cesantía"
"1543","25-29","iv","mujer",Oct 2008,NA,"Seguro Cesantía"
"1544","25-29","iv","mujer",Nov 2008,NA,"Seguro Cesantía"
"1545","25-29","iv","mujer",Dec 2008,NA,"Seguro Cesantía"
"1546","25-29","iv","mujer",Jan 2009,NA,"Seguro Cesantía"
"1547","25-29","iv","mujer",Feb 2009,NA,"Seguro Cesantía"
"1548","25-29","iv","mujer",Mar 2009,NA,"Seguro Cesantía"
"1549","25-29","iv","mujer",Apr 2009,NA,"Seguro Cesantía"
"1550","25-29","iv","mujer",May 2009,NA,"Seguro Cesantía"
"1551","25-29","iv","mujer",Jun 2009,NA,"Seguro Cesantía"
"1552","25-29","iv","mujer",Jul 2009,NA,"Seguro Cesantía"
"1553","25-29","iv","mujer",Aug 2009,NA,"Seguro Cesantía"
"1554","25-29","iv","mujer",Sep 2009,NA,"Seguro Cesantía"
"1555","25-29","iv","mujer",Oct 2009,NA,"Seguro Cesantía"
"1556","25-29","iv","mujer",Nov 2009,NA,"Seguro Cesantía"
"1557","25-29","iv","mujer",Dec 2009,NA,"Seguro Cesantía"
"1558","25-29","iv","mujer",Jan 2010,NA,"Seguro Cesantía"
"1559","25-29","iv","mujer",Feb 2010,NA,"Seguro Cesantía"
"1560","25-29","iv","mujer",Mar 2010,NA,"Seguro Cesantía"
"1561","25-29","iv","mujer",Apr 2010,NA,"Seguro Cesantía"
"1562","25-29","iv","mujer",May 2010,NA,"Seguro Cesantía"
"1563","25-29","iv","mujer",Jun 2010,NA,"Seguro Cesantía"
"1564","25-29","iv","mujer",Jul 2010,NA,"Seguro Cesantía"
"1565","25-29","iv","mujer",Aug 2010,NA,"Seguro Cesantía"
"1566","25-29","iv","mujer",Sep 2010,NA,"Seguro Cesantía"
"1567","25-29","iv","mujer",Oct 2010,NA,"Seguro Cesantía"
"1568","25-29","iv","mujer",Nov 2010,NA,"Seguro Cesantía"
"1569","25-29","iv","mujer",Dec 2010,0,"Seguro Cesantía"
"1570","25-29","iv","mujer",Jan 2011,0.268994114898825,"Seguro Cesantía"
"1571","25-29","iv","mujer",Feb 2011,0.5807186663928,"Seguro Cesantía"
"1572","25-29","iv","mujer",Mar 2011,0.884073927228579,"Seguro Cesantía"
"1573","25-29","iv","mujer",Apr 2011,1.15644767978389,"Seguro Cesantía"
"1574","25-29","iv","mujer",May 2011,1.47486789033869,"Seguro Cesantía"
"1575","25-29","iv","mujer",Jun 2011,1.79928716025444,"Seguro Cesantía"
"1576","25-29","iv","mujer",Jul 2011,2.057595719768,"Seguro Cesantía"
"1577","25-29","iv","mujer",Aug 2011,2.27149183548913,"Seguro Cesantía"
"1578","25-29","iv","mujer",Sep 2011,2.49003775130638,"Seguro Cesantía"
"1579","25-29","iv","mujer",Oct 2011,2.80540905902704,"Seguro Cesantía"
"1580","25-29","iv","mujer",Nov 2011,3.12271669976262,"Seguro Cesantía"
"1581","25-29","iv","mujer",Dec 2011,3.36758981360247,"Seguro Cesantía"
"1582","25-29","iv","mujer",Jan 2012,3.66234341553426,"Seguro Cesantía"
"1583","25-29","iv","mujer",Feb 2012,4.0204323620214,"Seguro Cesantía"
"1584","25-29","iv","mujer",Mar 2012,4.35644300282987,"Seguro Cesantía"
"1585","25-29","iv","mujer",Apr 2012,4.68707106436454,"Seguro Cesantía"
"1586","25-29","iv","mujer",May 2012,4.99530065939113,"Seguro Cesantía"
"1587","25-29","iv","mujer",Jun 2012,5.28230860852922,"Seguro Cesantía"
"1588","25-29","iv","mujer",Jul 2012,5.59385607435852,"Seguro Cesantía"
"1589","25-29","iv","mujer",Aug 2012,5.8657865500484,"Seguro Cesantía"
"1590","25-29","iv","mujer",Sep 2012,6.11700506797352,"Seguro Cesantía"
"1591","25-29","iv","mujer",Oct 2012,6.38085887730797,"Seguro Cesantía"
"1592","25-29","iv","mujer",Nov 2012,6.67031848502292,"Seguro Cesantía"
"1593","25-29","iv","mujer",Dec 2012,6.94999232114914,"Seguro Cesantía"
"1594","25-29","iv","mujer",Jan 2013,7.19410498457441,"Seguro Cesantía"
"1595","25-29","iv","mujer",Feb 2013,7.44121712737241,"Seguro Cesantía"
"1596","25-29","iv","mujer",Mar 2013,7.73012682246552,"Seguro Cesantía"
"1597","25-29","iv","mujer",Apr 2013,8.08148980475918,"Seguro Cesantía"
"1598","25-29","iv","mujer",May 2013,8.45241235974453,"Seguro Cesantía"
"1599","25-29","iv","mujer",Jun 2013,8.89736888284342,"Seguro Cesantía"
"1600","25-29","iv","mujer",Jul 2013,9.4393013045529,"Seguro Cesantía"
"1601","25-29","iv","mujer",Aug 2013,10.0301841637807,"Seguro Cesantía"
"1602","25-29","iv","mujer",Sep 2013,10.5898999250901,"Seguro Cesantía"
"1603","25-29","iv","mujer",Oct 2013,11.0133528670142,"Seguro Cesantía"
"1604","25-29","iv","mujer",Nov 2013,11.3560947504906,"Seguro Cesantía"
"1605","25-29","iv","mujer",Dec 2013,11.7767574371541,"Seguro Cesantía"
"1606","25-29","iv","mujer",Jan 2014,12.2257962205917,"Seguro Cesantía"
"1607","25-29","iv","mujer",Feb 2014,12.5724588986915,"Seguro Cesantía"
"1608","25-29","iv","mujer",Mar 2014,12.8391938713932,"Seguro Cesantía"
"1609","25-29","iv","mujer",Apr 2014,13.0463531457806,"Seguro Cesantía"
"1610","25-29","iv","mujer",May 2014,13.20066128196,"Seguro Cesantía"
"1611","25-29","iv","mujer",Jun 2014,13.3938947792133,"Seguro Cesantía"
"1612","25-29","iv","mujer",Jul 2014,13.5623581894537,"Seguro Cesantía"
"1613","25-29","iv","mujer",Aug 2014,13.6939664296291,"Seguro Cesantía"
"1614","25-29","iv","mujer",Sep 2014,13.8854811200171,"Seguro Cesantía"
"1615","25-29","iv","mujer",Oct 2014,14.109760337167,"Seguro Cesantía"
"1616","25-29","iv","mujer",Nov 2014,14.29203286651,"Seguro Cesantía"
"1617","25-29","iv","mujer",Dec 2014,14.3941952053787,"Seguro Cesantía"
"1618","25-29","iv","mujer",Jan 2015,14.5252476218547,"Seguro Cesantía"
"1619","25-29","iv","mujer",Feb 2015,14.6695469505532,"Seguro Cesantía"
"1620","25-29","iv","mujer",Mar 2015,14.7912259420629,"Seguro Cesantía"
"1621","25-29","iv","mujer",Apr 2015,14.8808034270316,"Seguro Cesantía"
"1622","25-29","iv","mujer",May 2015,15.0069641225294,"Seguro Cesantía"
"1623","25-29","iv","mujer",Jun 2015,15.1016803339544,"Seguro Cesantía"
"1624","25-29","iv","mujer",Jul 2015,15.1790513773526,"Seguro Cesantía"
"1625","25-29","iv","mujer",Aug 2015,15.2985001347067,"Seguro Cesantía"
"1626","25-29","iv","mujer",Sep 2015,15.3871063872566,"Seguro Cesantía"
"1627","25-29","iv","mujer",Oct 2015,15.4687629363911,"Seguro Cesantía"
"1628","25-29","iv","mujer",Nov 2015,15.5577950618735,"Seguro Cesantía"
"1629","25-29","iv","mujer",Dec 2015,15.627454999308,"Seguro Cesantía"
"1630","25-29","iv","mujer",Jan 2016,15.6259358489768,"Seguro Cesantía"
"1631","25-29","iv","mujer",Feb 2016,15.6624479710697,"Seguro Cesantía"
"1632","25-29","iv","mujer",Mar 2016,15.7048308005387,"Seguro Cesantía"
"1633","25-29","iv","mujer",Apr 2016,15.73952704732,"Seguro Cesantía"
"1634","25-29","iv","mujer",May 2016,15.7787242386643,"Seguro Cesantía"
"1635","25-29","iv","mujer",Jun 2016,15.8254815382435,"Seguro Cesantía"
"1636","25-29","iv","mujer",Jul 2016,15.8526239965555,"Seguro Cesantía"
"1637","25-29","iv","mujer",Aug 2016,15.8324544131698,"Seguro Cesantía"
"1638","25-29","iv","mujer",Sep 2016,15.8155244653846,"Seguro Cesantía"
"1639","25-29","iv","mujer",Oct 2016,15.8298997258547,"Seguro Cesantía"
"1640","25-29","iv","mujer",Nov 2016,15.9169270968272,"Seguro Cesantía"
"1641","25-29","iv","mujer",Dec 2016,16.0375375727012,"Seguro Cesantía"
"1642","25-29","iv","mujer",Jan 2017,16.0965269864469,"Seguro Cesantía"
"1643","25-29","iv","mujer",Feb 2017,16.1515951462609,"Seguro Cesantía"
"1644","25-29","iv","mujer",Mar 2017,16.3200048772211,"Seguro Cesantía"
"1645","25-29","iv","mujer",Apr 2017,16.4908748875409,"Seguro Cesantía"
"1646","25-29","iv","mujer",May 2017,16.5705907373381,"Seguro Cesantía"
"1647","25-29","iv","mujer",Jun 2017,16.5268673529453,"Seguro Cesantía"
"1648","25-29","iv","mujer",Jul 2017,16.3953936118925,"Seguro Cesantía"
"1649","25-29","iv","mujer",Aug 2017,16.3029939186312,"Seguro Cesantía"
"1650","25-29","iv","mujer",Sep 2017,16.3222472155914,"Seguro Cesantía"
"1651","25-29","iv","mujer",Oct 2017,16.37654472918,"Seguro Cesantía"
"1652","25-29","iv","mujer",Nov 2017,16.3507690062087,"Seguro Cesantía"
"1653","25-29","iv","mujer",Dec 2017,16.2916326120612,"Seguro Cesantía"
"1654","25-29","iv","mujer",Jan 2018,16.2668745401658,"Seguro Cesantía"
"1655","25-29","iv","mujer",Feb 2018,16.2120798676812,"Seguro Cesantía"
"1656","25-29","iv","mujer",Mar 2018,16.1574300009339,"Seguro Cesantía"
"1657","25-29","iv","mujer",Apr 2018,16.1993129968959,"Seguro Cesantía"
"1658","25-29","iv","mujer",May 2018,16.3277717698443,"Seguro Cesantía"
"1659","25-29","iv","mujer",Jun 2018,16.5002020689855,"Seguro Cesantía"
"1660","25-29","iv","mujer",Jul 2018,16.6590962872627,"Seguro Cesantía"
"1661","25-29","iv","mujer",Aug 2018,16.7647761076402,"Seguro Cesantía"
"1662","25-29","iv","mujer",Sep 2018,16.864788164284,"Seguro Cesantía"
"1663","25-29","iv","mujer",Oct 2018,16.9788934904844,"Seguro Cesantía"
"1664","25-29","iv","mujer",Nov 2018,17.077488256186,"Seguro Cesantía"
"1665","25-29","iv","mujer",Dec 2018,17.2043147402696,"Seguro Cesantía"
"1666","25-29","iv","mujer",Jan 2019,17.3786997838613,"Seguro Cesantía"
"1667","25-29","iv","mujer",Feb 2019,17.5214764168415,"Seguro Cesantía"
"1668","25-29","iv","mujer",Mar 2019,17.6145878150833,"Seguro Cesantía"
"1669","25-29","iv","mujer",Apr 2019,17.6705867622156,"Seguro Cesantía"
"1670","25-29","iv","mujer",May 2019,17.6609205440227,"Seguro Cesantía"
"1671","25-29","iv","mujer",Jun 2019,17.6024417584468,"Seguro Cesantía"
"1672","25-29","iv","mujer",Jul 2019,17.6469406927464,"Seguro Cesantía"
"1673","25-29","iv","mujer",Aug 2019,17.8039839635864,"Seguro Cesantía"
"1674","25-29","iv","mujer",Sep 2019,17.8959501120458,"Seguro Cesantía"
"1675","25-29","iv","mujer",Oct 2019,17.9891999793976,"Seguro Cesantía"
"1676","25-29","iv","mujer",Nov 2019,18.2801361339306,"Seguro Cesantía"
"1677","25-29","iv","mujer",Dec 2019,18.7251677296248,"Seguro Cesantía"
"1678","25-29","iv","mujer",Jan 2020,19.1538947416438,"Seguro Cesantía"
"1679","25-29","iv","mujer",Feb 2020,19.5575847259167,"Seguro Cesantía"
"1680","25-29","iv","mujer",Mar 2020,19.8968581953806,"Seguro Cesantía"
"1681","25-29","iv","mujer",Apr 2020,20.1736476760621,"Seguro Cesantía"
"1682","25-29","iv","mujer",May 2020,20.4722551829463,"Seguro Cesantía"
"1683","25-29","iv","mujer",Jun 2020,20.7365781721989,"Seguro Cesantía"
"1684","25-29","iv","mujer",Jul 2020,20.8324636006623,"Seguro Cesantía"
"1685","25-29","iv","mujer",Aug 2020,20.8085346571863,"Seguro Cesantía"
"1686","25-29","iv","mujer",Sep 2020,20.8309251834062,"Seguro Cesantía"
"1687","25-29","iv","mujer",Oct 2020,20.8402603105955,"Seguro Cesantía"
"1688","25-29","iv","mujer",Nov 2020,20.6714444876594,"Seguro Cesantía"
"1689","25-29","iv","mujer",Dec 2020,20.4297251063125,"Seguro Cesantía"
"1690","25-29","iv","mujer",Jan 2021,20.2443689280489,"Seguro Cesantía"
"1691","25-29","iv","mujer",Feb 2021,20.0227633090433,"Seguro Cesantía"
"1692","25-29","iv","mujer",Mar 2021,19.7381603289038,"Seguro Cesantía"
"1693","25-29","iv","mujer",Apr 2021,19.4315113551688,"Seguro Cesantía"
"1694","25-29","iv","mujer",May 2021,19.1272198107895,"Seguro Cesantía"
"1695","25-29","iv","mujer",Jun 2021,18.8628666839721,"Seguro Cesantía"
"1696","25-29","iv","mujer",Jul 2021,18.7311101439143,"Seguro Cesantía"
"1697","25-29","iv","mujer",Aug 2021,18.7296370117519,"Seguro Cesantía"
"1698","25-29","iv","mujer",Sep 2021,18.6722371559592,"Seguro Cesantía"
"1699","25-29","iv","mujer",Oct 2021,18.4499072431269,"Seguro Cesantía"
"1700","25-29","iv","mujer",Nov 2021,18.2009236671015,"Seguro Cesantía"
"1701","25-29","iv","mujer",Dec 2021,17.915394356307,"Seguro Cesantía"
"1702","25-29","iv","mujer",Jan 2022,17.5205000488459,"Seguro Cesantía"
"1703","25-29","iv","mujer",Feb 2022,17.2101584138224,"Seguro Cesantía"
"1704","25-29","iv","mujer",Mar 2022,17.0280634410051,"Seguro Cesantía"
"1705","25-29","iv","mujer",Apr 2022,16.9168385564343,"Seguro Cesantía"
"1706","25-29","iv","mujer",May 2022,16.7979101739073,"Seguro Cesantía"
"1707","25-29","iv","mujer",Jun 2022,16.698572738284,"Seguro Cesantía"
"1708","25-29","iv","mujer",Jul 2022,16.7204159890569,"Seguro Cesantía"
"1709","25-29","iv","mujer",Aug 2022,16.7680210038592,"Seguro Cesantía"
"1710","25-29","iv","mujer",Sep 2022,16.8073801214409,"Seguro Cesantía"
"1711","25-29","iv","mujer",Oct 2022,16.9701504742023,"Seguro Cesantía"
"1712","25-29","iv","mujer",Nov 2022,17.2245581647346,"Seguro Cesantía"
"1713","25-29","iv","mujer",Dec 2022,17.5588653021712,"Seguro Cesantía"
"1714","25-29","iv","mujer",Jan 2023,18.0358719040456,"Seguro Cesantía"
"1715","25-29","iv","mujer",Feb 2023,18.5131429828561,"Seguro Cesantía"
"1716","25-29","iv","mujer",Mar 2023,18.9685052283035,"Seguro Cesantía"
"1717","25-29","iv","mujer",Apr 2023,19.4793127743131,"Seguro Cesantía"
"1718","25-29","iv","mujer",May 2023,20.0447648329891,"Seguro Cesantía"
"1719","25-29","iv","mujer",Jun 2023,20.5853213628787,"Seguro Cesantía"
"1720","25-29","iv","mujer",Jul 2023,21.1265951195707,"Seguro Cesantía"
"1721","25-29","iv","mujer",Aug 2023,21.691273148139,"Seguro Cesantía"
"1722","25-29","iv","mujer",Sep 2023,22.2811727857747,"Seguro Cesantía"
"1723","25-29","iv","hombre",Apr 2003,NA,"Seguro Cesantía"
"1724","25-29","iv","hombre",May 2003,NA,"Seguro Cesantía"
"1725","25-29","iv","hombre",Jun 2003,NA,"Seguro Cesantía"
"1726","25-29","iv","hombre",Jul 2003,NA,"Seguro Cesantía"
"1727","25-29","iv","hombre",Aug 2003,NA,"Seguro Cesantía"
"1728","25-29","iv","hombre",Sep 2003,NA,"Seguro Cesantía"
"1729","25-29","iv","hombre",Oct 2003,NA,"Seguro Cesantía"
"1730","25-29","iv","hombre",Nov 2003,NA,"Seguro Cesantía"
"1731","25-29","iv","hombre",Dec 2003,NA,"Seguro Cesantía"
"1732","25-29","iv","hombre",Jan 2004,NA,"Seguro Cesantía"
"1733","25-29","iv","hombre",Feb 2004,NA,"Seguro Cesantía"
"1734","25-29","iv","hombre",Mar 2004,NA,"Seguro Cesantía"
"1735","25-29","iv","hombre",Apr 2004,NA,"Seguro Cesantía"
"1736","25-29","iv","hombre",May 2004,NA,"Seguro Cesantía"
"1737","25-29","iv","hombre",Jun 2004,NA,"Seguro Cesantía"
"1738","25-29","iv","hombre",Jul 2004,NA,"Seguro Cesantía"
"1739","25-29","iv","hombre",Aug 2004,NA,"Seguro Cesantía"
"1740","25-29","iv","hombre",Sep 2004,NA,"Seguro Cesantía"
"1741","25-29","iv","hombre",Oct 2004,NA,"Seguro Cesantía"
"1742","25-29","iv","hombre",Nov 2004,NA,"Seguro Cesantía"
"1743","25-29","iv","hombre",Dec 2004,NA,"Seguro Cesantía"
"1744","25-29","iv","hombre",Jan 2005,NA,"Seguro Cesantía"
"1745","25-29","iv","hombre",Feb 2005,NA,"Seguro Cesantía"
"1746","25-29","iv","hombre",Mar 2005,NA,"Seguro Cesantía"
"1747","25-29","iv","hombre",Apr 2005,NA,"Seguro Cesantía"
"1748","25-29","iv","hombre",May 2005,NA,"Seguro Cesantía"
"1749","25-29","iv","hombre",Jun 2005,NA,"Seguro Cesantía"
"1750","25-29","iv","hombre",Jul 2005,NA,"Seguro Cesantía"
"1751","25-29","iv","hombre",Aug 2005,NA,"Seguro Cesantía"
"1752","25-29","iv","hombre",Sep 2005,NA,"Seguro Cesantía"
"1753","25-29","iv","hombre",Oct 2005,NA,"Seguro Cesantía"
"1754","25-29","iv","hombre",Nov 2005,NA,"Seguro Cesantía"
"1755","25-29","iv","hombre",Dec 2005,NA,"Seguro Cesantía"
"1756","25-29","iv","hombre",Jan 2006,NA,"Seguro Cesantía"
"1757","25-29","iv","hombre",Feb 2006,NA,"Seguro Cesantía"
"1758","25-29","iv","hombre",Mar 2006,NA,"Seguro Cesantía"
"1759","25-29","iv","hombre",Apr 2006,NA,"Seguro Cesantía"
"1760","25-29","iv","hombre",May 2006,NA,"Seguro Cesantía"
"1761","25-29","iv","hombre",Jun 2006,NA,"Seguro Cesantía"
"1762","25-29","iv","hombre",Jul 2006,NA,"Seguro Cesantía"
"1763","25-29","iv","hombre",Aug 2006,NA,"Seguro Cesantía"
"1764","25-29","iv","hombre",Sep 2006,NA,"Seguro Cesantía"
"1765","25-29","iv","hombre",Oct 2006,NA,"Seguro Cesantía"
"1766","25-29","iv","hombre",Nov 2006,NA,"Seguro Cesantía"
"1767","25-29","iv","hombre",Dec 2006,NA,"Seguro Cesantía"
"1768","25-29","iv","hombre",Jan 2007,NA,"Seguro Cesantía"
"1769","25-29","iv","hombre",Feb 2007,NA,"Seguro Cesantía"
"1770","25-29","iv","hombre",Mar 2007,NA,"Seguro Cesantía"
"1771","25-29","iv","hombre",Apr 2007,NA,"Seguro Cesantía"
"1772","25-29","iv","hombre",May 2007,NA,"Seguro Cesantía"
"1773","25-29","iv","hombre",Jun 2007,NA,"Seguro Cesantía"
"1774","25-29","iv","hombre",Jul 2007,NA,"Seguro Cesantía"
"1775","25-29","iv","hombre",Aug 2007,NA,"Seguro Cesantía"
"1776","25-29","iv","hombre",Sep 2007,NA,"Seguro Cesantía"
"1777","25-29","iv","hombre",Oct 2007,NA,"Seguro Cesantía"
"1778","25-29","iv","hombre",Nov 2007,NA,"Seguro Cesantía"
"1779","25-29","iv","hombre",Dec 2007,NA,"Seguro Cesantía"
"1780","25-29","iv","hombre",Jan 2008,NA,"Seguro Cesantía"
"1781","25-29","iv","hombre",Feb 2008,NA,"Seguro Cesantía"
"1782","25-29","iv","hombre",Mar 2008,NA,"Seguro Cesantía"
"1783","25-29","iv","hombre",Apr 2008,NA,"Seguro Cesantía"
"1784","25-29","iv","hombre",May 2008,NA,"Seguro Cesantía"
"1785","25-29","iv","hombre",Jun 2008,NA,"Seguro Cesantía"
"1786","25-29","iv","hombre",Jul 2008,NA,"Seguro Cesantía"
"1787","25-29","iv","hombre",Aug 2008,NA,"Seguro Cesantía"
"1788","25-29","iv","hombre",Sep 2008,NA,"Seguro Cesantía"
"1789","25-29","iv","hombre",Oct 2008,NA,"Seguro Cesantía"
"1790","25-29","iv","hombre",Nov 2008,NA,"Seguro Cesantía"
"1791","25-29","iv","hombre",Dec 2008,NA,"Seguro Cesantía"
"1792","25-29","iv","hombre",Jan 2009,NA,"Seguro Cesantía"
"1793","25-29","iv","hombre",Feb 2009,NA,"Seguro Cesantía"
"1794","25-29","iv","hombre",Mar 2009,NA,"Seguro Cesantía"
"1795","25-29","iv","hombre",Apr 2009,NA,"Seguro Cesantía"
"1796","25-29","iv","hombre",May 2009,NA,"Seguro Cesantía"
"1797","25-29","iv","hombre",Jun 2009,NA,"Seguro Cesantía"
"1798","25-29","iv","hombre",Jul 2009,NA,"Seguro Cesantía"
"1799","25-29","iv","hombre",Aug 2009,NA,"Seguro Cesantía"
"1800","25-29","iv","hombre",Sep 2009,NA,"Seguro Cesantía"
"1801","25-29","iv","hombre",Oct 2009,NA,"Seguro Cesantía"
"1802","25-29","iv","hombre",Nov 2009,NA,"Seguro Cesantía"
"1803","25-29","iv","hombre",Dec 2009,NA,"Seguro Cesantía"
"1804","25-29","iv","hombre",Jan 2010,NA,"Seguro Cesantía"
"1805","25-29","iv","hombre",Feb 2010,NA,"Seguro Cesantía"
"1806","25-29","iv","hombre",Mar 2010,NA,"Seguro Cesantía"
"1807","25-29","iv","hombre",Apr 2010,NA,"Seguro Cesantía"
"1808","25-29","iv","hombre",May 2010,NA,"Seguro Cesantía"
"1809","25-29","iv","hombre",Jun 2010,NA,"Seguro Cesantía"
"1810","25-29","iv","hombre",Jul 2010,NA,"Seguro Cesantía"
"1811","25-29","iv","hombre",Aug 2010,NA,"Seguro Cesantía"
"1812","25-29","iv","hombre",Sep 2010,NA,"Seguro Cesantía"
"1813","25-29","iv","hombre",Oct 2010,NA,"Seguro Cesantía"
"1814","25-29","iv","hombre",Nov 2010,NA,"Seguro Cesantía"
"1815","25-29","iv","hombre",Dec 2010,0,"Seguro Cesantía"
"1816","25-29","iv","hombre",Jan 2011,0.456018338374857,"Seguro Cesantía"
"1817","25-29","iv","hombre",Feb 2011,0.992000741422985,"Seguro Cesantía"
"1818","25-29","iv","hombre",Mar 2011,1.49964737682854,"Seguro Cesantía"
"1819","25-29","iv","hombre",Apr 2011,1.96160155329034,"Seguro Cesantía"
"1820","25-29","iv","hombre",May 2011,2.43751305217811,"Seguro Cesantía"
